file,bbox
100470.jpg,"(163, 286, 241, 365)"
100471.jpg,"(318, 351, 395, 495)"
100471.jpg,"(341, 98, 405, 147)"
100471.jpg,"(352, 292, 376, 326)"
100471.jpg,"(388, 242, 410, 276)"
100471.jpg,"(411, 152, 443, 227)"
100472.jpg,"(248, 248, 260, 261)"
100472.jpg,"(366, 321, 424, 377)"
100473.jpg,"(219, 268, 279, 360)"
100473.jpg,"(421, 562, 444, 583)"
100474.jpg,"(243, 325, 295, 380)"
100476.jpg,"(234, 345, 280, 408)"
100476.jpg,"(317, 88, 374, 144)"
100477.jpg,"(166, 344, 222, 409)"
100478.jpg,"(214, 285, 238, 309)"
100478.jpg,"(417, 497, 447, 560)"
100479.jpg,"(211, 278, 292, 401)"
100480.jpg,"(208, 268, 333, 398)"
100481.jpg,"(101, 268, 161, 393)"
100482.jpg,"(137, 183, 249, 271)"
100483.jpg,"(183, 325, 248, 365)"
100484.jpg,"(52, 325, 102, 408)"
100484.jpg,"(158, 304, 225, 370)"
100485.jpg,"(275, 273, 340, 320)"
100486.jpg,"(56, 262, 208, 363)"
100486.jpg,"(239, 338, 276, 402)"
100486.jpg,"(251, 467, 266, 488)"
100487.jpg,"(111, 315, 309, 439)"
100488.jpg,"(82, 382, 94, 435)"
100488.jpg,"(134, 269, 207, 329)"
100488.jpg,"(205, 242, 274, 281)"
100488.jpg,"(288, 251, 371, 372)"
100489.jpg,"(126, 263, 237, 393)"
100489.jpg,"(239, 330, 263, 352)"
100491.jpg,"(238, 94, 312, 290)"
100492.jpg,"(75, 53, 102, 86)"
100492.jpg,"(110, 506, 206, 543)"
100492.jpg,"(190, 45, 257, 91)"
100492.jpg,"(286, 474, 297, 486)"
100493.jpg,"(111, 149, 266, 400)"
100493.jpg,"(317, 193, 331, 218)"
100494.jpg,"(133, 137, 229, 286)"
100494.jpg,"(191, 366, 237, 421)"
100494.jpg,"(259, 108, 295, 125)"
100496.jpg,"(44, 353, 93, 400)"
100496.jpg,"(143, 311, 217, 381)"
100496.jpg,"(229, 364, 282, 488)"
100496.jpg,"(237, 286, 265, 326)"
100497.jpg,"(141, 283, 219, 368)"
100497.jpg,"(212, 509, 235, 537)"
100497.jpg,"(227, 311, 277, 378)"
100497.jpg,"(419, 546, 447, 601)"
100498.jpg,"(188, 269, 269, 317)"
100499.jpg,"(191, 276, 270, 398)"
100499.jpg,"(207, 400, 235, 444)"
100499.jpg,"(311, 328, 370, 366)"
100500.jpg,"(176, 319, 241, 365)"
100501.jpg,"(110, 278, 208, 332)"
100502.jpg,"(82, 334, 99, 352)"
100502.jpg,"(153, 275, 260, 358)"
100503.jpg,"(167, 315, 265, 441)"
100504.jpg,"(174, 287, 270, 407)"
100504.jpg,"(270, 319, 303, 367)"
100504.jpg,"(315, 287, 334, 305)"
100505.jpg,"(166, 267, 264, 393)"
100506.jpg,"(198, 231, 240, 298)"
100507.jpg,"(216, 270, 290, 335)"
100508.jpg,"(219, 268, 279, 360)"
100508.jpg,"(421, 562, 444, 583)"
100509.jpg,"(207, 250, 290, 355)"
100510.jpg,"(243, 325, 295, 380)"
100512.jpg,"(234, 345, 280, 408)"
100512.jpg,"(317, 88, 374, 144)"
100513.jpg,"(166, 344, 222, 409)"
100514.jpg,"(214, 285, 238, 309)"
100514.jpg,"(417, 497, 447, 560)"
100515.jpg,"(211, 278, 292, 401)"
100516.jpg,"(208, 268, 333, 398)"
100517.jpg,"(101, 268, 161, 393)"
100518.jpg,"(137, 183, 249, 271)"
100519.jpg,"(275, 273, 340, 320)"
100520.jpg,"(111, 315, 309, 439)"
100521.jpg,"(185, 388, 251, 472)"
100522.jpg,"(153, 245, 274, 359)"
100523.jpg,"(177, 186, 286, 338)"
100524.jpg,"(159, 73, 286, 189)"
100525.jpg,"(26, 181, 124, 283)"
100525.jpg,"(102, 305, 134, 357)"
100526.jpg,"(220, 278, 293, 359)"
100527.jpg,"(176, 512, 200, 544)"
100527.jpg,"(252, 279, 310, 319)"
100528.jpg,"(173, 283, 213, 344)"
100528.jpg,"(243, 308, 267, 350)"
100528.jpg,"(292, 279, 373, 325)"
100529.jpg,"(169, 305, 245, 418)"
100530.jpg,"(208, 278, 239, 326)"
100531.jpg,"(77, 420, 128, 448)"
100531.jpg,"(407, 519, 455, 592)"
100533.jpg,"(193, 208, 240, 273)"
100534.jpg,"(205, 256, 340, 394)"
100535.jpg,"(179, 276, 260, 371)"
100536.jpg,"(231, 297, 275, 364)"
100537.jpg,"(209, 361, 311, 461)"
100538.jpg,"(207, 219, 309, 403)"
100539.jpg,"(172, 357, 234, 409)"
100540.jpg,"(237, 231, 302, 315)"
100541.jpg,"(140, 279, 261, 364)"
100542.jpg,"(107, 97, 131, 129)"
100542.jpg,"(235, 230, 273, 274)"
100543.jpg,"(60, 280, 155, 323)"
100543.jpg,"(73, 356, 91, 393)"
100543.jpg,"(199, 197, 229, 215)"
100544.jpg,"(207, 238, 284, 397)"
100544.jpg,"(218, 157, 228, 197)"
100545.jpg,"(276, 533, 320, 594)"
100546.jpg,"(133, 183, 292, 367)"
100547.jpg,"(45, 199, 65, 220)"
100547.jpg,"(101, 170, 249, 310)"
100547.jpg,"(112, 331, 131, 355)"
100548.jpg,"(113, 291, 247, 404)"
100549.jpg,"(180, 362, 329, 442)"
100550.jpg,"(199, 314, 328, 406)"
100551.jpg,"(210, 252, 300, 400)"
100552.jpg,"(148, 331, 178, 352)"
100552.jpg,"(212, 203, 369, 436)"
100553.jpg,"(171, 319, 213, 366)"
100554.jpg,"(171, 180, 239, 265)"
100555.jpg,"(227, 274, 276, 317)"
100556.jpg,"(178, 260, 279, 396)"
100557.jpg,"(229, 322, 274, 377)"
100559.jpg,"(114, 50, 136, 78)"
100560.jpg,"(165, 259, 248, 345)"
100560.jpg,"(272, 309, 302, 358)"
100561.jpg,"(132, 346, 195, 402)"
100561.jpg,"(148, 284, 165, 338)"
100562.jpg,"(174, 236, 248, 321)"
100562.jpg,"(213, 200, 232, 223)"
100562.jpg,"(255, 248, 297, 264)"
100563.jpg,"(148, 327, 262, 428)"
100564.jpg,"(81, 267, 268, 370)"
100564.jpg,"(283, 510, 338, 575)"
100565.jpg,"(116, 378, 262, 538)"
100566.jpg,"(201, 278, 298, 350)"
100567.jpg,"(211, 334, 271, 402)"
100567.jpg,"(315, 289, 402, 438)"
100568.jpg,"(206, 318, 262, 377)"
100569.jpg,"(119, 191, 243, 359)"
100570.jpg,"(176, 380, 311, 528)"
100570.jpg,"(219, 247, 237, 259)"
100570.jpg,"(317, 214, 331, 261)"
100571.jpg,"(202, 314, 275, 484)"
100572.jpg,"(108, 508, 129, 543)"
100572.jpg,"(315, 235, 339, 265)"
100573.jpg,"(100, 269, 175, 358)"
100574.jpg,"(382, 244, 417, 358)"
100575.jpg,"(266, 223, 367, 323)"
100576.jpg,"(269, 204, 355, 278)"
100577.jpg,"(137, 325, 175, 362)"
100578.jpg,"(206, 325, 243, 360)"
100579.jpg,"(271, 358, 322, 415)"
100580.jpg,"(177, 312, 298, 383)"
100581.jpg,"(284, 272, 372, 352)"
100582.jpg,"(141, 147, 169, 178)"
100582.jpg,"(168, 187, 301, 372)"
100582.jpg,"(340, 324, 372, 361)"
100583.jpg,"(264, 278, 350, 379)"
100583.jpg,"(352, 237, 419, 328)"
100584.jpg,"(224, 313, 348, 372)"
100584.jpg,"(420, 381, 434, 398)"
100585.jpg,"(146, 331, 162, 356)"
100586.jpg,"(223, 233, 315, 271)"
100587.jpg,"(93, 439, 143, 500)"
100588.jpg,"(311, 277, 342, 331)"
100588.jpg,"(408, 348, 440, 402)"
100589.jpg,"(204, 240, 300, 341)"
100589.jpg,"(353, 470, 367, 499)"
100590.jpg,"(139, 316, 187, 374)"
100591.jpg,"(144, 209, 315, 359)"
100591.jpg,"(382, 333, 403, 355)"
100592.jpg,"(103, 327, 275, 468)"
100592.jpg,"(190, 285, 270, 318)"
100593.jpg,"(201, 315, 295, 372)"
100594.jpg,"(175, 151, 300, 289)"
100595.jpg,"(107, 272, 265, 392)"
100595.jpg,"(272, 196, 300, 228)"
100596.jpg,"(165, 255, 266, 391)"
100597.jpg,"(165, 270, 310, 394)"
100598.jpg,"(217, 238, 288, 317)"
100599.jpg,"(265, 274, 329, 365)"
100600.jpg,"(202, 319, 241, 395)"
100601.jpg,"(238, 277, 274, 329)"
100602.jpg,"(109, 381, 126, 403)"
100604.jpg,"(181, 264, 282, 379)"
100605.jpg,"(194, 241, 298, 383)"
100606.jpg,"(196, 276, 263, 318)"
100607.jpg,"(207, 247, 329, 397)"
100607.jpg,"(381, 284, 405, 309)"
100608.jpg,"(198, 273, 243, 322)"
100610.jpg,"(96, 125, 168, 224)"
100610.jpg,"(133, 321, 213, 409)"
100610.jpg,"(167, 89, 241, 137)"
100611.jpg,"(42, 371, 62, 398)"
100611.jpg,"(106, 279, 136, 326)"
100611.jpg,"(189, 184, 293, 324)"
100611.jpg,"(312, 399, 342, 449)"
100612.jpg,"(162, 299, 214, 366)"
100613.jpg,"(171, 264, 337, 357)"
100615.jpg,"(173, 314, 237, 365)"
100616.jpg,"(235, 326, 289, 415)"
100617.jpg,"(181, 230, 261, 369)"
100618.jpg,"(172, 274, 276, 390)"
100619.jpg,"(119, 306, 287, 410)"
100620.jpg,"(109, 239, 130, 260)"
100620.jpg,"(213, 465, 237, 491)"
100620.jpg,"(306, 267, 344, 376)"
100622.jpg,"(105, 263, 179, 394)"
100622.jpg,"(163, 157, 204, 218)"
100623.jpg,"(164, 295, 264, 378)"
100623.jpg,"(211, 220, 245, 284)"
100623.jpg,"(315, 480, 410, 604)"
100624.jpg,"(62, 277, 110, 325)"
100625.jpg,"(103, 179, 238, 390)"
100625.jpg,"(114, 62, 126, 75)"
100625.jpg,"(243, 371, 268, 402)"
100626.jpg,"(153, 206, 206, 270)"
100626.jpg,"(251, 60, 263, 77)"
100628.jpg,"(209, 240, 296, 364)"
100629.jpg,"(213, 274, 328, 427)"
100629.jpg,"(385, 514, 409, 537)"
100630.jpg,"(175, 292, 293, 381)"
100630.jpg,"(193, 431, 251, 514)"
100631.jpg,"(106, 272, 215, 378)"
100631.jpg,"(357, 475, 407, 499)"
100632.jpg,"(185, 227, 251, 316)"
100632.jpg,"(280, 229, 367, 304)"
100632.jpg,"(420, 527, 440, 593)"
100633.jpg,"(191, 171, 279, 373)"
100633.jpg,"(413, 538, 441, 590)"
100634.jpg,"(21, 457, 76, 503)"
100634.jpg,"(252, 241, 333, 350)"
100635.jpg,"(239, 323, 309, 400)"
100636.jpg,"(206, 277, 248, 358)"
100637.jpg,"(58, 407, 116, 467)"
100637.jpg,"(146, 287, 278, 421)"
100638.jpg,"(44, 364, 61, 440)"
100638.jpg,"(310, 240, 376, 342)"
100639.jpg,"(203, 351, 281, 417)"
100640.jpg,"(102, 182, 169, 290)"
100640.jpg,"(110, 314, 159, 366)"
100641.jpg,"(137, 240, 216, 343)"
100641.jpg,"(144, 420, 162, 442)"
100641.jpg,"(243, 291, 262, 306)"
100642.jpg,"(206, 233, 308, 409)"
100643.jpg,"(215, 255, 305, 370)"
100644.jpg,"(211, 238, 362, 351)"
100645.jpg,"(79, 563, 91, 576)"
100645.jpg,"(96, 460, 138, 551)"
100645.jpg,"(205, 430, 276, 542)"
100646.jpg,"(193, 352, 249, 411)"
100648.jpg,"(162, 183, 299, 278)"
100649.jpg,"(213, 150, 295, 240)"
100650.jpg,"(207, 407, 240, 457)"
100651.jpg,"(123, 160, 182, 232)"
100652.jpg,"(214, 288, 233, 304)"
100652.jpg,"(265, 256, 311, 368)"
100653.jpg,"(255, 340, 313, 434)"
100654.jpg,"(114, 335, 153, 354)"
100654.jpg,"(155, 337, 215, 417)"
100655.jpg,"(143, 464, 163, 497)"
100655.jpg,"(198, 251, 243, 353)"
100655.jpg,"(249, 561, 265, 591)"
100655.jpg,"(276, 316, 308, 355)"
100656.jpg,"(206, 335, 245, 450)"
100656.jpg,"(217, 197, 266, 321)"
100656.jpg,"(341, 131, 378, 174)"
100657.jpg,"(202, 316, 244, 368)"
100658.jpg,"(149, 271, 217, 363)"
100659.jpg,"(272, 377, 332, 454)"
100660.jpg,"(167, 174, 234, 306)"
100660.jpg,"(213, 312, 308, 369)"
100661.jpg,"(128, 283, 237, 381)"
100662.jpg,"(149, 212, 219, 292)"
100663.jpg,"(235, 283, 278, 370)"
100664.jpg,"(216, 204, 292, 282)"
100665.jpg,"(181, 231, 239, 306)"
100665.jpg,"(316, 292, 336, 305)"
100666.jpg,"(86, 311, 135, 364)"
100666.jpg,"(226, 366, 275, 414)"
100666.jpg,"(377, 234, 408, 269)"
100667.jpg,"(206, 256, 272, 338)"
100668.jpg,"(174, 280, 274, 423)"
100669.jpg,"(208, 142, 313, 379)"
100670.jpg,"(98, 240, 260, 354)"
100671.jpg,"(150, 404, 234, 488)"
100672.jpg,"(240, 259, 299, 382)"
100673.jpg,"(204, 267, 249, 324)"
100674.jpg,"(310, 189, 339, 224)"
100674.jpg,"(353, 288, 366, 310)"
100675.jpg,"(64, 268, 140, 394)"
100675.jpg,"(192, 409, 239, 457)"
100675.jpg,"(238, 268, 296, 351)"
100676.jpg,"(179, 243, 198, 270)"
100676.jpg,"(245, 240, 272, 293)"
100677.jpg,"(205, 318, 281, 407)"
100678.jpg,"(231, 336, 290, 411)"
100679.jpg,"(212, 278, 273, 329)"
100680.jpg,"(115, 200, 270, 406)"
100680.jpg,"(424, 424, 434, 441)"
100681.jpg,"(143, 98, 385, 370)"
100681.jpg,"(250, 381, 275, 393)"
100682.jpg,"(171, 366, 211, 409)"
100683.jpg,"(27, 182, 68, 228)"
100683.jpg,"(246, 124, 308, 241)"
100684.jpg,"(191, 216, 249, 303)"
100685.jpg,"(218, 517, 247, 533)"
100685.jpg,"(229, 276, 315, 327)"
100686.jpg,"(196, 188, 340, 401)"
100686.jpg,"(314, 132, 378, 189)"
100687.jpg,"(203, 274, 261, 362)"
100688.jpg,"(216, 230, 354, 361)"
100691.jpg,"(150, 198, 167, 214)"
100692.jpg,"(107, 212, 133, 268)"
100693.jpg,"(251, 267, 314, 322)"
100694.jpg,"(26, 136, 67, 201)"
100695.jpg,"(242, 278, 294, 323)"
100696.jpg,"(65, 161, 160, 289)"
100696.jpg,"(241, 323, 310, 369)"
100697.jpg,"(73, 324, 105, 363)"
100697.jpg,"(171, 280, 331, 446)"
100697.jpg,"(318, 513, 344, 541)"
100698.jpg,"(201, 278, 245, 329)"
100699.jpg,"(115, 143, 224, 271)"
100700.jpg,"(145, 223, 242, 399)"
100701.jpg,"(147, 409, 218, 529)"
100702.jpg,"(74, 370, 110, 414)"
100702.jpg,"(196, 314, 262, 391)"
100703.jpg,"(205, 317, 250, 393)"
100704.jpg,"(167, 274, 276, 380)"
100705.jpg,"(43, 380, 57, 397)"
100706.jpg,"(163, 300, 235, 397)"
100707.jpg,"(177, 229, 314, 417)"
100708.jpg,"(140, 315, 263, 431)"
100709.jpg,"(175, 324, 204, 365)"
100710.jpg,"(114, 324, 178, 359)"
100710.jpg,"(193, 247, 324, 344)"
100711.jpg,"(36, 315, 68, 373)"
100713.jpg,"(244, 320, 332, 374)"
100714.jpg,"(42, 283, 58, 307)"
100714.jpg,"(194, 187, 280, 327)"
100714.jpg,"(221, 503, 262, 577)"
100715.jpg,"(175, 295, 272, 408)"
100716.jpg,"(148, 63, 164, 78)"
100716.jpg,"(167, 277, 244, 376)"
100717.jpg,"(178, 258, 306, 494)"
100717.jpg,"(243, 507, 266, 539)"
100718.jpg,"(107, 319, 224, 410)"
100718.jpg,"(140, 230, 180, 274)"
100719.jpg,"(198, 224, 241, 285)"
100720.jpg,"(210, 276, 273, 345)"
100721.jpg,"(233, 225, 336, 385)"
100721.jpg,"(268, 463, 301, 490)"
100721.jpg,"(279, 137, 335, 181)"
100723.jpg,"(276, 379, 297, 397)"
100724.jpg,"(167, 259, 285, 375)"
100724.jpg,"(268, 364, 300, 401)"
100724.jpg,"(312, 242, 347, 274)"
100725.jpg,"(224, 312, 277, 364)"
100726.jpg,"(139, 293, 225, 414)"
100727.jpg,"(174, 186, 226, 240)"
100727.jpg,"(242, 262, 274, 314)"
100728.jpg,"(207, 311, 246, 371)"
100729.jpg,"(39, 230, 268, 405)"
100729.jpg,"(412, 550, 453, 588)"
100730.jpg,"(168, 165, 276, 303)"
100731.jpg,"(120, 101, 217, 229)"
100731.jpg,"(179, 513, 199, 540)"
100732.jpg,"(212, 281, 300, 363)"
100732.jpg,"(285, 248, 294, 264)"
100733.jpg,"(29, 236, 104, 353)"
100733.jpg,"(107, 405, 148, 456)"
100733.jpg,"(108, 291, 124, 309)"
100733.jpg,"(199, 344, 326, 423)"
100734.jpg,"(97, 308, 281, 410)"
100734.jpg,"(114, 193, 128, 218)"
100735.jpg,"(239, 296, 339, 416)"
100736.jpg,"(148, 287, 161, 307)"
100736.jpg,"(168, 233, 209, 276)"
100736.jpg,"(218, 381, 233, 393)"
100736.jpg,"(238, 313, 385, 422)"
100737.jpg,"(70, 151, 90, 169)"
100738.jpg,"(150, 296, 203, 358)"
100739.jpg,"(70, 199, 93, 220)"
100739.jpg,"(187, 102, 290, 224)"
100740.jpg,"(35, 409, 84, 457)"
100740.jpg,"(90, 375, 193, 469)"
100741.jpg,"(208, 309, 245, 367)"
100742.jpg,"(169, 311, 230, 365)"
100743.jpg,"(110, 221, 197, 368)"
100743.jpg,"(216, 375, 226, 395)"
100744.jpg,"(190, 331, 299, 452)"
100745.jpg,"(76, 47, 138, 137)"
100745.jpg,"(164, 164, 263, 395)"
100745.jpg,"(355, 246, 366, 260)"
100746.jpg,"(139, 292, 177, 360)"
100747.jpg,"(138, 323, 227, 430)"
100748.jpg,"(171, 367, 211, 416)"
100748.jpg,"(268, 415, 309, 455)"
100749.jpg,"(152, 219, 206, 316)"
100751.jpg,"(218, 260, 289, 371)"
100752.jpg,"(171, 185, 241, 249)"
100753.jpg,"(296, 229, 365, 316)"
100754.jpg,"(183, 319, 262, 363)"
100755.jpg,"(159, 277, 234, 355)"
100756.jpg,"(78, 310, 283, 412)"
100757.jpg,"(113, 245, 134, 269)"
100757.jpg,"(164, 196, 256, 309)"
100758.jpg,"(173, 429, 196, 440)"
100758.jpg,"(215, 461, 235, 488)"
100759.jpg,"(248, 297, 280, 366)"
100759.jpg,"(294, 260, 390, 384)"
100760.jpg,"(203, 274, 274, 367)"
100761.jpg,"(181, 374, 204, 399)"
100762.jpg,"(206, 143, 332, 208)"
100763.jpg,"(107, 384, 215, 503)"
100764.jpg,"(95, 304, 306, 511)"
100764.jpg,"(182, 152, 196, 184)"
100765.jpg,"(202, 232, 294, 352)"
100766.jpg,"(97, 376, 184, 460)"
100766.jpg,"(200, 417, 258, 455)"
100767.jpg,"(138, 443, 207, 522)"
100767.jpg,"(142, 107, 167, 126)"
100767.jpg,"(280, 421, 300, 457)"
100768.jpg,"(151, 279, 239, 427)"
100769.jpg,"(195, 368, 256, 463)"
100771.jpg,"(68, 191, 346, 379)"
100772.jpg,"(197, 184, 348, 314)"
100773.jpg,"(200, 311, 302, 428)"
100774.jpg,"(197, 229, 248, 293)"
100774.jpg,"(204, 303, 265, 409)"
100774.jpg,"(254, 465, 267, 483)"
100775.jpg,"(161, 280, 264, 369)"
100776.jpg,"(126, 316, 184, 379)"
100777.jpg,"(137, 140, 333, 466)"
100778.jpg,"(242, 47, 272, 77)"
100779.jpg,"(183, 405, 196, 442)"
100780.jpg,"(146, 208, 214, 291)"
100780.jpg,"(201, 281, 341, 365)"
100781.jpg,"(168, 265, 243, 320)"
100782.jpg,"(199, 279, 311, 400)"
100783.jpg,"(112, 306, 217, 418)"
100784.jpg,"(169, 277, 247, 369)"
100784.jpg,"(374, 275, 408, 315)"
100785.jpg,"(177, 227, 284, 358)"
100786.jpg,"(134, 188, 229, 322)"
100787.jpg,"(162, 310, 210, 374)"
100788.jpg,"(197, 517, 228, 534)"
100788.jpg,"(252, 241, 295, 263)"
100790.jpg,"(188, 268, 292, 423)"
100790.jpg,"(213, 457, 231, 489)"
100791.jpg,"(167, 313, 244, 365)"
100791.jpg,"(335, 111, 380, 220)"
100792.jpg,"(233, 270, 275, 319)"
100793.jpg,"(219, 317, 289, 368)"
100794.jpg,"(151, 281, 297, 374)"
100795.jpg,"(169, 217, 235, 305)"
100796.jpg,"(170, 241, 247, 373)"
100796.jpg,"(252, 516, 261, 531)"
100798.jpg,"(192, 361, 275, 416)"
100799.jpg,"(208, 231, 264, 304)"
100800.jpg,"(164, 180, 238, 274)"
100801.jpg,"(111, 513, 140, 538)"
100801.jpg,"(163, 426, 241, 565)"
100801.jpg,"(233, 317, 273, 397)"
100802.jpg,"(230, 286, 295, 449)"
100803.jpg,"(153, 255, 265, 370)"
100804.jpg,"(240, 253, 296, 320)"
100805.jpg,"(237, 235, 314, 400)"
100806.jpg,"(92, 326, 212, 430)"
100807.jpg,"(216, 34, 262, 121)"
100808.jpg,"(162, 331, 209, 405)"
100809.jpg,"(159, 312, 217, 382)"
100810.jpg,"(167, 317, 268, 361)"
100811.jpg,"(237, 265, 309, 355)"
100812.jpg,"(57, 154, 135, 228)"
100812.jpg,"(135, 193, 221, 290)"
100812.jpg,"(151, 104, 205, 144)"
100812.jpg,"(240, 171, 305, 243)"
100812.jpg,"(273, 261, 306, 331)"
100813.jpg,"(141, 225, 289, 363)"
100814.jpg,"(206, 279, 288, 374)"
100815.jpg,"(210, 247, 295, 353)"
100816.jpg,"(125, 266, 279, 406)"
100817.jpg,"(216, 280, 303, 417)"
100818.jpg,"(111, 284, 152, 315)"
100818.jpg,"(297, 356, 339, 445)"
100820.jpg,"(178, 270, 242, 315)"
100820.jpg,"(307, 174, 365, 271)"
100821.jpg,"(132, 275, 208, 363)"
100822.jpg,"(214, 148, 245, 202)"
100822.jpg,"(241, 260, 315, 356)"
100823.jpg,"(275, 193, 331, 279)"
100824.jpg,"(166, 314, 240, 414)"
100825.jpg,"(208, 265, 264, 320)"
100826.jpg,"(206, 266, 268, 366)"
100827.jpg,"(98, 348, 265, 440)"
100828.jpg,"(203, 316, 275, 367)"
100828.jpg,"(299, 200, 330, 212)"
100828.jpg,"(351, 335, 372, 357)"
100829.jpg,"(137, 258, 185, 351)"
100829.jpg,"(246, 332, 264, 351)"
100830.jpg,"(235, 319, 278, 419)"
100831.jpg,"(179, 241, 198, 269)"
100832.jpg,"(182, 414, 247, 500)"
100833.jpg,"(200, 240, 264, 321)"
100834.jpg,"(170, 274, 239, 322)"
100835.jpg,"(186, 305, 287, 366)"
100835.jpg,"(212, 418, 256, 448)"
100836.jpg,"(105, 276, 241, 379)"
100837.jpg,"(104, 368, 163, 411)"
100838.jpg,"(36, 233, 85, 271)"
100838.jpg,"(131, 311, 253, 414)"
100840.jpg,"(130, 310, 254, 409)"
100841.jpg,"(156, 279, 208, 318)"
100842.jpg,"(179, 229, 248, 354)"
100842.jpg,"(289, 272, 368, 353)"
100843.jpg,"(135, 264, 186, 348)"
100844.jpg,"(150, 332, 164, 348)"
100844.jpg,"(196, 282, 261, 372)"
100845.jpg,"(121, 293, 246, 419)"
100846.jpg,"(168, 320, 273, 391)"
100847.jpg,"(168, 311, 253, 455)"
100847.jpg,"(345, 379, 366, 396)"
100848.jpg,"(203, 259, 249, 396)"
100849.jpg,"(100, 344, 166, 411)"
100850.jpg,"(177, 337, 265, 424)"
100850.jpg,"(227, 187, 272, 229)"
100851.jpg,"(182, 360, 245, 440)"
100852.jpg,"(143, 144, 176, 191)"
100852.jpg,"(181, 230, 256, 328)"
100854.jpg,"(146, 101, 170, 134)"
100854.jpg,"(169, 134, 204, 177)"
100854.jpg,"(213, 283, 273, 399)"
100855.jpg,"(145, 93, 199, 128)"
100855.jpg,"(189, 168, 243, 229)"
100855.jpg,"(243, 56, 268, 95)"
100856.jpg,"(179, 171, 240, 233)"
100856.jpg,"(265, 463, 307, 503)"
100857.jpg,"(169, 186, 210, 233)"
100858.jpg,"(323, 282, 384, 379)"
100859.jpg,"(169, 278, 226, 349)"
100860.jpg,"(148, 459, 209, 547)"
100860.jpg,"(156, 24, 239, 99)"
100860.jpg,"(347, 565, 369, 591)"
100861.jpg,"(205, 219, 331, 321)"
100861.jpg,"(417, 556, 444, 584)"
100862.jpg,"(170, 250, 221, 338)"
100862.jpg,"(182, 511, 194, 531)"
100863.jpg,"(379, 228, 418, 310)"
100863.jpg,"(381, 373, 409, 396)"
100864.jpg,"(204, 274, 286, 373)"
100865.jpg,"(144, 288, 244, 438)"
100866.jpg,"(176, 319, 249, 407)"
100867.jpg,"(183, 223, 250, 278)"
100868.jpg,"(112, 310, 228, 402)"
100869.jpg,"(54, 324, 117, 362)"
100869.jpg,"(259, 289, 343, 364)"
100870.jpg,"(205, 243, 256, 310)"
100870.jpg,"(259, 242, 306, 276)"
100873.jpg,"(52, 312, 150, 396)"
100873.jpg,"(248, 340, 263, 350)"
100873.jpg,"(346, 324, 369, 354)"
100874.jpg,"(202, 277, 282, 362)"
100875.jpg,"(91, 263, 164, 355)"
100875.jpg,"(93, 412, 132, 449)"
100876.jpg,"(422, 539, 437, 582)"
100878.jpg,"(182, 284, 265, 372)"
100879.jpg,"(101, 227, 200, 288)"
100880.jpg,"(106, 195, 240, 327)"
100881.jpg,"(217, 470, 233, 490)"
100881.jpg,"(238, 496, 280, 546)"
100881.jpg,"(243, 409, 273, 457)"
100881.jpg,"(246, 195, 265, 309)"
100881.jpg,"(273, 334, 327, 350)"
100881.jpg,"(390, 150, 405, 166)"
100882.jpg,"(189, 338, 271, 417)"
100883.jpg,"(34, 372, 67, 411)"
100883.jpg,"(247, 191, 347, 339)"
100883.jpg,"(312, 366, 335, 424)"
100884.jpg,"(109, 325, 131, 355)"
100884.jpg,"(277, 221, 364, 284)"
100885.jpg,"(106, 140, 178, 223)"
100886.jpg,"(208, 246, 281, 371)"
100887.jpg,"(151, 197, 288, 385)"
100887.jpg,"(304, 408, 338, 454)"
100888.jpg,"(284, 245, 373, 378)"
100889.jpg,"(133, 191, 229, 275)"
100890.jpg,"(150, 381, 161, 394)"
100890.jpg,"(170, 218, 206, 267)"
100890.jpg,"(267, 325, 309, 380)"
100891.jpg,"(190, 323, 277, 365)"
100892.jpg,"(75, 285, 207, 365)"
100893.jpg,"(177, 333, 204, 359)"
100894.jpg,"(179, 224, 270, 316)"
100895.jpg,"(31, 306, 68, 382)"
100895.jpg,"(106, 250, 136, 310)"
100895.jpg,"(111, 457, 130, 488)"
100895.jpg,"(158, 238, 204, 290)"
100895.jpg,"(177, 366, 268, 520)"
100895.jpg,"(233, 311, 273, 366)"
100896.jpg,"(133, 274, 314, 365)"
100897.jpg,"(153, 312, 204, 359)"
100899.jpg,"(102, 322, 146, 362)"
100899.jpg,"(185, 244, 224, 278)"
100899.jpg,"(236, 141, 345, 366)"
100900.jpg,"(166, 224, 278, 377)"
100900.jpg,"(246, 49, 334, 128)"
100901.jpg,"(144, 318, 277, 425)"
100902.jpg,"(159, 276, 249, 359)"
100903.jpg,"(146, 289, 270, 398)"
100904.jpg,"(154, 329, 257, 361)"
100905.jpg,"(195, 185, 258, 226)"
100905.jpg,"(206, 264, 276, 394)"
100906.jpg,"(110, 113, 300, 277)"
100907.jpg,"(181, 272, 265, 346)"
100908.jpg,"(41, 560, 60, 583)"
100908.jpg,"(114, 198, 128, 228)"
100908.jpg,"(207, 452, 242, 498)"
100908.jpg,"(212, 378, 232, 405)"
100909.jpg,"(198, 269, 315, 324)"
100910.jpg,"(209, 293, 226, 304)"
100911.jpg,"(103, 359, 148, 452)"
100911.jpg,"(120, 269, 246, 384)"
100911.jpg,"(165, 400, 213, 487)"
100911.jpg,"(304, 201, 341, 267)"
100912.jpg,"(130, 316, 173, 413)"
100913.jpg,"(152, 218, 236, 363)"
